shop_id,medicine_id,medicine_name,sale_date,quantity
SHOP001,73158,Cefakind 500,2025-05-06,4
SHOP002,73159,Taxim O 200,2025-05-07,5
SHOP001,73132,Montair LC,2025-05-07,1
SHOP002,73137,Electral Powder,2025-05-07,12
SHOP002,73132,Montair LC,2025-05-07,3
SHOP001,73137,Electral Powder,2025-05-07,28
SHOP001,73163,Metolar XR 25,2025-05-07,10
SHOP002,73162,Cipcal 500,2025-05-08,3
SHOP002,73145,Benadryl Syrup,2025-05-08,4
SHOP002,73156,Ecosprin 75,2025-05-08,10
SHOP002,73135,Glycomet GP2,2025-05-08,7
SHOP002,73140,Atorva 10,2025-05-08,3
SHOP001,73134,Ascoril LS Syrup,2025-05-09,5
SHOP001,73130,Pantop DSR,2025-05-09,11
SHOP001,73145,Benadryl Syrup,2025-05-10,2
SHOP001,73170,Asthalin Inhaler,2025-05-10,5
SHOP002,73175,Avil 25,2025-05-11,4
SHOP002,73130,Pantop DSR,2025-05-11,30
SHOP001,73155,Thyronorm 50,2025-05-11,1
SHOP002,73135,Glycomet GP2,2025-05-11,10
SHOP001,73176,Calpol 500,2025-05-11,1
SHOP002,73178,Ovez-D,2025-05-11,4
SHOP001,73158,Cefakind 500,2025-05-11,1
SHOP001,73138,Moxikind CV 625,2025-05-12,3
SHOP001,73151,Celin 500,2025-05-12,1
SHOP001,73163,Metolar XR 25,2025-05-12,10
SHOP001,73174,Dulcoflex 5mg,2025-05-13,2
SHOP002,73163,Metolar XR 25,2025-05-13,10
SHOP002,73132,Montair LC,2025-05-13,5
SHOP001,73134,Ascoril LS Syrup,2025-05-13,3
SHOP001,73153,Deriphyllin 150,2025-05-14,4
SHOP002,73150,Shelcal 500,2025-05-14,4
SHOP002,73175,Avil 25,2025-05-14,2
SHOP001,73155,Thyronorm 50,2025-05-14,3
SHOP002,73143,Allegra 120,2025-05-14,4
SHOP002,73161,Aztor 10,2025-05-14,9
SHOP002,73139,Ondem 4mg,2025-05-15,2
SHOP002,73132,Montair LC,2025-05-15,5
SHOP001,73131,Dolo 650,2025-05-15,1
SHOP002,73176,Calpol 500,2025-05-15,4
SHOP001,73179,Itaspor 100,2025-05-16,1
SHOP002,73137,Electral Powder,2025-05-17,25
SHOP001,73133,Azithral 500,2025-05-17,3
SHOP002,73172,Evion 400,2025-05-17,5
SHOP002,73133,Azithral 500,2025-05-17,4
SHOP001,73142,Ciplox 500,2025-05-17,3
SHOP001,73170,Asthalin Inhaler,2025-05-17,5
SHOP002,73156,Ecosprin 75,2025-05-17,3
SHOP001,73134,Ascoril LS Syrup,2025-05-18,1
SHOP002,73150,Shelcal 500,2025-05-18,1
SHOP002,73177,Voveran SR 100,2025-05-18,4
SHOP001,73166,Ofal-OZ,2025-05-18,2
SHOP001,73161,Aztor 10,2025-05-18,4
SHOP002,73161,Aztor 10,2025-05-18,7
SHOP002,73165,Lupisulide P,2025-05-19,2
SHOP002,73133,Azithral 500,2025-05-19,3
SHOP001,73167,Zerodol SP,2025-05-19,5
SHOP001,73154,Gelusil MPS,2025-05-20,24
SHOP002,73161,Aztor 10,2025-05-20,4
SHOP001,73138,Moxikind CV 625,2025-05-20,4
SHOP001,73173,Neurobion Forte,2025-05-20,2
SHOP001,73155,Thyronorm 50,2025-05-20,2
SHOP002,73164,Limcee 500,2025-05-20,3
SHOP002,73135,Glycomet GP2,2025-05-20,6
SHOP001,73151,Celin 500,2025-05-21,4
SHOP002,73136,Telmikind 40,2025-05-21,4
SHOP002,73171,Alex Cough Syrup,2025-05-21,1
SHOP002,73135,Glycomet GP2,2025-05-22,4
SHOP002,73145,Benadryl Syrup,2025-05-22,5
SHOP001,73168,Rabekind D,2025-05-23,1
SHOP002,73168,Rabekind D,2025-05-23,5
SHOP002,73147,Amlokind 5,2025-05-24,5
SHOP001,73130,Pantop DSR,2025-05-24,15
SHOP001,73145,Benadryl Syrup,2025-05-25,1
SHOP001,73133,Azithral 500,2025-05-25,3
SHOP002,73171,Alex Cough Syrup,2025-05-25,1
SHOP001,73149,Becosules Caps,2025-05-26,2
SHOP001,73144,Combiflam,2025-05-26,1
SHOP002,73164,Limcee 500,2025-05-26,2
SHOP002,73158,Cefakind 500,2025-05-26,2
SHOP001,73172,Evion 400,2025-05-26,4
SHOP001,73141,Pan 40,2025-05-26,27
SHOP001,73147,Amlokind 5,2025-05-26,4
SHOP001,73163,Metolar XR 25,2025-05-27,3
SHOP002,73177,Voveran SR 100,2025-05-27,2
SHOP001,73134,Ascoril LS Syrup,2025-05-27,3
SHOP001,73156,Ecosprin 75,2025-05-27,7
SHOP001,73163,Metolar XR 25,2025-05-27,6
SHOP002,73134,Ascoril LS Syrup,2025-05-27,4
SHOP002,73173,Neurobion Forte,2025-05-28,3
SHOP002,73145,Benadryl Syrup,2025-05-28,2
SHOP002,73172,Evion 400,2025-05-28,4
SHOP001,73169,Foracort 200,2025-05-29,4
SHOP002,73150,Shelcal 500,2025-05-29,2
SHOP002,73172,Evion 400,2025-05-29,3
SHOP001,73172,Evion 400,2025-05-29,1
SHOP001,73178,Ovez-D,2025-05-30,3
SHOP002,73132,Montair LC,2025-05-30,3
SHOP002,73159,Taxim O 200,2025-05-30,2
SHOP001,73163,Metolar XR 25,2025-05-30,5
SHOP001,73147,Amlokind 5,2025-05-30,4
SHOP002,73136,Telmikind 40,2025-05-31,7
SHOP001,73136,Telmikind 40,2025-05-31,8
SHOP002,73173,Neurobion Forte,2025-05-31,2
SHOP001,73158,Cefakind 500,2025-05-31,5
SHOP001,73147,Amlokind 5,2025-06-01,5
SHOP001,73178,Ovez-D,2025-06-01,1
SHOP002,73157,Eldoper Caps,2025-06-01,1
SHOP002,73170,Asthalin Inhaler,2025-06-01,4
SHOP002,73130,Pantop DSR,2025-06-01,30
SHOP002,73150,Shelcal 500,2025-06-01,1
SHOP002,73138,Moxikind CV 625,2025-06-01,3
SHOP001,73132,Montair LC,2025-06-01,5
SHOP001,73130,Pantop DSR,2025-06-02,24
SHOP001,73137,Electral Powder,2025-06-02,20
SHOP002,73144,Combiflam,2025-06-02,2
SHOP002,73161,Aztor 10,2025-06-02,5
SHOP001,73153,Deriphyllin 150,2025-06-02,5
SHOP001,73134,Ascoril LS Syrup,2025-06-02,1
SHOP002,73145,Benadryl Syrup,2025-06-02,1
SHOP001,73179,Itaspor 100,2025-06-02,5
SHOP001,73173,Neurobion Forte,2025-06-02,3
SHOP001,73166,Ofal-OZ,2025-06-03,5
SHOP001,73133,Azithral 500,2025-06-03,5
SHOP001,73150,Shelcal 500,2025-06-03,5
SHOP001,73166,Ofal-OZ,2025-06-05,3
SHOP002,73144,Combiflam,2025-06-05,2
SHOP001,73153,Deriphyllin 150,2025-06-06,3
SHOP002,73169,Foracort 200,2025-06-06,5
SHOP001,73163,Metolar XR 25,2025-06-06,6
SHOP001,73169,Foracort 200,2025-06-06,5
SHOP001,73145,Benadryl Syrup,2025-06-06,3
SHOP002,73141,Pan 40,2025-06-06,28
SHOP001,73173,Neurobion Forte,2025-06-06,4
SHOP002,73150,Shelcal 500,2025-06-07,3
SHOP002,73151,Celin 500,2025-06-07,2
SHOP002,73156,Ecosprin 75,2025-06-07,3
SHOP002,73172,Evion 400,2025-06-07,2
SHOP001,73145,Benadryl Syrup,2025-06-07,1
SHOP001,73160,Meftal Spas,2025-06-08,3
SHOP001,73148,Cyclopam,2025-06-08,1
SHOP001,73142,Ciplox 500,2025-06-08,5
SHOP002,73179,Itaspor 100,2025-06-08,1
SHOP002,73171,Alex Cough Syrup,2025-06-08,5
SHOP002,73142,Ciplox 500,2025-06-08,1
SHOP001,73137,Electral Powder,2025-06-09,15
SHOP001,73139,Ondem 4mg,2025-06-09,4
SHOP001,73137,Electral Powder,2025-06-09,29
SHOP002,73148,Cyclopam,2025-06-09,5
SHOP001,73141,Pan 40,2025-06-10,10
SHOP001,73156,Ecosprin 75,2025-06-10,10
SHOP001,73155,Thyronorm 50,2025-06-10,3
SHOP001,73158,Cefakind 500,2025-06-11,3
SHOP002,73164,Limcee 500,2025-06-11,3
SHOP002,73149,Becosules Caps,2025-06-11,3
SHOP001,73162,Cipcal 500,2025-06-11,1
SHOP001,73139,Ondem 4mg,2025-06-11,3
SHOP001,73149,Becosules Caps,2025-06-12,5
SHOP002,73144,Combiflam,2025-06-12,1
SHOP002,73167,Zerodol SP,2025-06-12,2
SHOP002,73158,Cefakind 500,2025-06-12,3
SHOP002,73173,Neurobion Forte,2025-06-13,5
SHOP001,73156,Ecosprin 75,2025-06-13,10
SHOP001,73167,Zerodol SP,2025-06-13,1
SHOP002,73156,Ecosprin 75,2025-06-14,7
SHOP002,73152,Zocon 150,2025-06-14,5
SHOP001,73160,Meftal Spas,2025-06-14,3
SHOP002,73158,Cefakind 500,2025-06-14,2
SHOP001,73149,Becosules Caps,2025-06-14,1
SHOP002,73154,Gelusil MPS,2025-06-14,15
SHOP001,73165,Lupisulide P,2025-06-15,3
SHOP001,73152,Zocon 150,2025-06-15,4
SHOP002,73165,Lupisulide P,2025-06-15,4
SHOP001,73137,Electral Powder,2025-06-15,28
SHOP002,73166,Ofal-OZ,2025-06-15,5
SHOP001,73168,Rabekind D,2025-06-15,3
SHOP002,73144,Combiflam,2025-06-15,3
SHOP002,73134,Ascoril LS Syrup,2025-06-16,1
SHOP002,73161,Aztor 10,2025-06-16,4
SHOP001,73144,Combiflam,2025-06-16,2
SHOP002,73154,Gelusil MPS,2025-06-17,16
SHOP002,73154,Gelusil MPS,2025-06-17,28
SHOP001,73143,Allegra 120,2025-06-17,3
SHOP002,73139,Ondem 4mg,2025-06-17,3
SHOP002,73131,Dolo 650,2025-06-18,2
SHOP001,73163,Metolar XR 25,2025-06-18,5
SHOP002,73141,Pan 40,2025-06-19,11
SHOP002,73168,Rabekind D,2025-06-19,5
SHOP001,73158,Cefakind 500,2025-06-19,2
SHOP002,73161,Aztor 10,2025-06-20,8
SHOP001,73138,Moxikind CV 625,2025-06-20,1
SHOP002,73138,Moxikind CV 625,2025-06-20,3
SHOP002,73152,Zocon 150,2025-06-20,4
SHOP001,73151,Celin 500,2025-06-20,4
SHOP001,73166,Ofal-OZ,2025-06-20,4
SHOP002,73143,Allegra 120,2025-06-20,3
SHOP001,73174,Dulcoflex 5mg,2025-06-21,5
SHOP001,73156,Ecosprin 75,2025-06-21,4
SHOP001,73175,Avil 25,2025-06-21,3
SHOP002,73147,Amlokind 5,2025-06-21,7
SHOP001,73132,Montair LC,2025-06-21,3
SHOP001,73142,Ciplox 500,2025-06-21,2
SHOP002,73167,Zerodol SP,2025-06-21,1
SHOP002,73165,Lupisulide P,2025-06-22,2
SHOP002,73140,Atorva 10,2025-06-22,10
SHOP002,73175,Avil 25,2025-06-22,3
SHOP001,73136,Telmikind 40,2025-06-22,10
SHOP002,73137,Electral Powder,2025-06-22,29
SHOP002,73166,Ofal-OZ,2025-06-22,4
SHOP001,73141,Pan 40,2025-06-22,19
SHOP001,73148,Cyclopam,2025-06-23,5
SHOP001,73135,Glycomet GP2,2025-06-24,9
SHOP002,73152,Zocon 150,2025-06-24,4
SHOP001,73136,Telmikind 40,2025-06-24,3
SHOP001,73160,Meftal Spas,2025-06-24,4
SHOP001,73135,Glycomet GP2,2025-06-24,10
SHOP001,73136,Telmikind 40,2025-06-24,10
SHOP001,73161,Aztor 10,2025-06-25,8
SHOP002,73143,Allegra 120,2025-06-26,2
SHOP002,73169,Foracort 200,2025-06-26,5
SHOP002,73179,Itaspor 100,2025-06-26,1
SHOP002,73165,Lupisulide P,2025-06-27,4
SHOP001,73155,Thyronorm 50,2025-06-27,3
SHOP001,73178,Ovez-D,2025-06-27,1
SHOP001,73173,Neurobion Forte,2025-06-27,3
SHOP002,73150,Shelcal 500,2025-06-27,5
SHOP001,73136,Telmikind 40,2025-06-27,8
SHOP002,73136,Telmikind 40,2025-06-28,9
SHOP002,73162,Cipcal 500,2025-06-28,2
SHOP001,73154,Gelusil MPS,2025-06-29,30
SHOP001,73147,Amlokind 5,2025-06-29,6
SHOP002,73141,Pan 40,2025-06-29,20
SHOP001,73147,Amlokind 5,2025-06-29,9
SHOP001,73138,Moxikind CV 625,2025-06-29,5
SHOP002,73145,Benadryl Syrup,2025-06-29,2
SHOP001,73165,Lupisulide P,2025-06-29,2
SHOP002,73149,Becosules Caps,2025-06-29,3
SHOP001,73167,Zerodol SP,2025-06-30,3
SHOP002,73157,Eldoper Caps,2025-06-30,3
SHOP001,73176,Calpol 500,2025-06-30,4
SHOP001,73166,Ofal-OZ,2025-06-30,4
SHOP002,73159,Taxim O 200,2025-07-01,5
SHOP002,73167,Zerodol SP,2025-07-01,5
SHOP001,73164,Limcee 500,2025-07-01,4
SHOP002,73175,Avil 25,2025-07-01,2
SHOP002,73150,Shelcal 500,2025-07-01,3
SHOP002,73173,Neurobion Forte,2025-07-01,5
SHOP001,73137,Electral Powder,2025-07-02,3
SHOP001,73179,Itaspor 100,2025-07-02,4
SHOP002,73153,Deriphyllin 150,2025-07-02,2
SHOP001,73175,Avil 25,2025-07-02,1
SHOP001,73142,Ciplox 500,2025-07-02,1
SHOP002,73132,Montair LC,2025-07-02,1
SHOP002,73175,Avil 25,2025-07-02,1
SHOP002,73165,Lupisulide P,2025-07-02,1
SHOP002,73136,Telmikind 40,2025-07-02,9
SHOP001,73137,Electral Powder,2025-07-03,5
SHOP002,73165,Lupisulide P,2025-07-03,5
SHOP002,73144,Combiflam,2025-07-03,3
SHOP001,73136,Telmikind 40,2025-07-03,5
SHOP002,73175,Avil 25,2025-07-03,3
SHOP001,73155,Thyronorm 50,2025-07-03,1
SHOP001,73177,Voveran SR 100,2025-07-03,4
SHOP002,73168,Rabekind D,2025-07-03,3
SHOP001,73173,Neurobion Forte,2025-07-03,4
SHOP002,73150,Shelcal 500,2025-07-04,1
SHOP001,73176,Calpol 500,2025-07-04,12
SHOP001,73175,Avil 25,2025-07-04,3
SHOP002,73131,Dolo 650,2025-07-04,11
SHOP001,73170,Asthalin Inhaler,2025-07-04,5
SHOP002,73138,Moxikind CV 625,2025-07-04,3
SHOP001,73165,Lupisulide P,2025-07-04,4
SHOP001,73176,Calpol 500,2025-07-05,7
SHOP002,73154,Gelusil MPS,2025-07-05,4
SHOP002,73177,Voveran SR 100,2025-07-05,5
SHOP002,73152,Zocon 150,2025-07-06,3
SHOP002,73154,Gelusil MPS,2025-07-06,5
SHOP001,73148,Cyclopam,2025-07-06,1
SHOP002,73179,Itaspor 100,2025-07-07,1
SHOP002,73159,Taxim O 200,2025-07-07,2
SHOP001,73146,Janumet 50/500,2025-07-07,10
SHOP001,73161,Aztor 10,2025-07-07,6
SHOP002,73152,Zocon 150,2025-07-07,4
SHOP001,73155,Thyronorm 50,2025-07-07,4
SHOP001,73146,Janumet 50/500,2025-07-08,4
SHOP002,73145,Benadryl Syrup,2025-07-08,2
SHOP001,73164,Limcee 500,2025-07-08,3
SHOP001,73163,Metolar XR 25,2025-07-08,4
SHOP001,73143,Allegra 120,2025-07-09,4
SHOP002,73177,Voveran SR 100,2025-07-09,3
SHOP001,73177,Voveran SR 100,2025-07-09,5
SHOP002,73173,Neurobion Forte,2025-07-09,1
SHOP001,73160,Meftal Spas,2025-07-09,3
SHOP001,73168,Rabekind D,2025-07-10,1
SHOP002,73145,Benadryl Syrup,2025-07-10,1
SHOP002,73163,Metolar XR 25,2025-07-10,4
SHOP001,73162,Cipcal 500,2025-07-10,4
SHOP001,73163,Metolar XR 25,2025-07-11,4
SHOP002,73143,Allegra 120,2025-07-11,4
SHOP002,73158,Cefakind 500,2025-07-11,5
SHOP001,73177,Voveran SR 100,2025-07-11,5
SHOP002,73158,Cefakind 500,2025-07-11,5
SHOP002,73131,Dolo 650,2025-07-12,7
SHOP002,73168,Rabekind D,2025-07-12,4
SHOP001,73155,Thyronorm 50,2025-07-12,2
SHOP002,73136,Telmikind 40,2025-07-12,10
SHOP001,73139,Ondem 4mg,2025-07-12,19
SHOP002,73136,Telmikind 40,2025-07-12,6
SHOP001,73170,Asthalin Inhaler,2025-07-12,1
SHOP002,73174,Dulcoflex 5mg,2025-07-12,5
SHOP001,73147,Amlokind 5,2025-07-12,5
SHOP002,73153,Deriphyllin 150,2025-07-12,4
SHOP001,73160,Meftal Spas,2025-07-13,3
SHOP001,73166,Ofal-OZ,2025-07-13,13
SHOP001,73159,Taxim O 200,2025-07-14,1
SHOP001,73177,Voveran SR 100,2025-07-14,4
SHOP001,73136,Telmikind 40,2025-07-14,8
SHOP001,73164,Limcee 500,2025-07-14,3
SHOP001,73132,Montair LC,2025-07-14,2
SHOP001,73178,Ovez-D,2025-07-15,5
SHOP002,73148,Cyclopam,2025-07-15,4
SHOP001,73175,Avil 25,2025-07-15,4
SHOP002,73165,Lupisulide P,2025-07-16,3
SHOP001,73169,Foracort 200,2025-07-16,3
SHOP002,73174,Dulcoflex 5mg,2025-07-16,3
SHOP002,73162,Cipcal 500,2025-07-17,1
SHOP002,73166,Ofal-OZ,2025-07-17,25
SHOP002,73130,Pantop DSR,2025-07-17,2
SHOP002,73137,Electral Powder,2025-07-17,5
SHOP002,73170,Asthalin Inhaler,2025-07-18,1
SHOP001,73137,Electral Powder,2025-07-18,1
SHOP002,73173,Neurobion Forte,2025-07-18,5
SHOP001,73163,Metolar XR 25,2025-07-19,3
SHOP002,73178,Ovez-D,2025-07-19,4
SHOP002,73161,Aztor 10,2025-07-19,6
SHOP002,73136,Telmikind 40,2025-07-19,8
SHOP001,73179,Itaspor 100,2025-07-19,3
SHOP002,73132,Montair LC,2025-07-19,1
SHOP002,73144,Combiflam,2025-07-20,4
SHOP002,73136,Telmikind 40,2025-07-20,7
SHOP001,73135,Glycomet GP2,2025-07-20,10
SHOP001,73170,Asthalin Inhaler,2025-07-20,2
SHOP001,73145,Benadryl Syrup,2025-07-20,1
SHOP002,73167,Zerodol SP,2025-07-21,1
SHOP001,73151,Celin 500,2025-07-21,3
SHOP002,73167,Zerodol SP,2025-07-22,4
SHOP002,73135,Glycomet GP2,2025-07-22,8
SHOP001,73178,Ovez-D,2025-07-22,4
SHOP001,73154,Gelusil MPS,2025-07-23,3
SHOP001,73148,Cyclopam,2025-07-23,2
SHOP001,73176,Calpol 500,2025-07-23,25
SHOP001,73179,Itaspor 100,2025-07-23,3
SHOP002,73162,Cipcal 500,2025-07-23,1
SHOP002,73133,Azithral 500,2025-07-23,9
SHOP002,73152,Zocon 150,2025-07-24,3
SHOP002,73144,Combiflam,2025-07-24,1
SHOP001,73131,Dolo 650,2025-07-24,6
SHOP001,73152,Zocon 150,2025-07-24,5
SHOP002,73130,Pantop DSR,2025-07-24,3
SHOP002,73178,Ovez-D,2025-07-24,2
SHOP002,73138,Moxikind CV 625,2025-07-24,4
SHOP001,73131,Dolo 650,2025-07-24,11
SHOP001,73138,Moxikind CV 625,2025-07-24,1
SHOP001,73170,Asthalin Inhaler,2025-07-24,5
SHOP002,73151,Celin 500,2025-07-24,1
SHOP002,73159,Taxim O 200,2025-07-25,2
SHOP001,73145,Benadryl Syrup,2025-07-25,1
SHOP002,73133,Azithral 500,2025-07-25,6
SHOP001,73177,Voveran SR 100,2025-07-25,1
SHOP002,73137,Electral Powder,2025-07-25,2
SHOP001,73132,Montair LC,2025-07-26,2
SHOP001,73153,Deriphyllin 150,2025-07-26,2
SHOP001,73147,Amlokind 5,2025-07-26,3
SHOP002,73145,Benadryl Syrup,2025-07-27,4
SHOP001,73165,Lupisulide P,2025-07-27,1
SHOP002,73144,Combiflam,2025-07-27,3
SHOP001,73169,Foracort 200,2025-07-27,3
SHOP002,73147,Amlokind 5,2025-07-28,5
SHOP002,73162,Cipcal 500,2025-07-28,5
SHOP001,73152,Zocon 150,2025-07-28,4
SHOP002,73170,Asthalin Inhaler,2025-07-28,3
SHOP002,73141,Pan 40,2025-07-28,2
SHOP002,73168,Rabekind D,2025-07-28,2
SHOP002,73150,Shelcal 500,2025-07-28,4
SHOP001,73141,Pan 40,2025-07-29,4
SHOP001,73135,Glycomet GP2,2025-07-29,6
SHOP001,73160,Meftal Spas,2025-07-29,1
SHOP002,73178,Ovez-D,2025-07-30,1
SHOP001,73149,Becosules Caps,2025-07-30,4
SHOP001,73172,Evion 400,2025-07-30,3
SHOP001,73148,Cyclopam,2025-07-30,5
SHOP002,73156,Ecosprin 75,2025-07-30,4
SHOP001,73141,Pan 40,2025-07-30,3
SHOP002,73171,Alex Cough Syrup,2025-07-31,4
SHOP001,73170,Asthalin Inhaler,2025-07-31,3
SHOP002,73151,Celin 500,2025-07-31,3
SHOP002,73152,Zocon 150,2025-07-31,4
SHOP001,73133,Azithral 500,2025-07-31,17
SHOP001,73141,Pan 40,2025-08-01,5
SHOP002,73174,Dulcoflex 5mg,2025-08-01,1
SHOP001,73144,Combiflam,2025-08-01,3
SHOP002,73157,Eldoper Caps,2025-08-01,1
SHOP002,73157,Eldoper Caps,2025-08-02,5
SHOP001,73150,Shelcal 500,2025-08-03,3
SHOP001,73135,Glycomet GP2,2025-08-03,4
SHOP001,73173,Neurobion Forte,2025-08-03,5
SHOP002,73144,Combiflam,2025-08-03,5
SHOP001,73177,Voveran SR 100,2025-08-03,2
SHOP002,73146,Janumet 50/500,2025-08-03,10
SHOP001,73142,Ciplox 500,2025-08-03,4
SHOP001,73136,Telmikind 40,2025-08-03,4
SHOP002,73174,Dulcoflex 5mg,2025-08-03,1
SHOP002,73135,Glycomet GP2,2025-08-04,5
SHOP002,73143,Allegra 120,2025-08-04,3
SHOP001,73173,Neurobion Forte,2025-08-04,4
SHOP001,73175,Avil 25,2025-08-05,3
SHOP002,73147,Amlokind 5,2025-08-05,7
SHOP001,73160,Meftal Spas,2025-08-05,2
SHOP002,73172,Evion 400,2025-08-05,1
SHOP002,73147,Amlokind 5,2025-08-05,4
SHOP002,73171,Alex Cough Syrup,2025-08-05,5
SHOP002,73177,Voveran SR 100,2025-08-05,4
SHOP002,73169,Foracort 200,2025-08-05,1
SHOP002,73173,Neurobion Forte,2025-08-05,5
SHOP001,73164,Limcee 500,2025-08-05,5
SHOP001,73141,Pan 40,2025-08-05,2
SHOP002,73160,Meftal Spas,2025-08-06,3
SHOP001,73155,Thyronorm 50,2025-08-06,5
SHOP001,73136,Telmikind 40,2025-08-06,7
SHOP001,73133,Azithral 500,2025-08-06,13
SHOP001,73163,Metolar XR 25,2025-08-06,5
SHOP001,73172,Evion 400,2025-08-06,4
SHOP002,73137,Electral Powder,2025-08-06,3
SHOP001,73143,Allegra 120,2025-08-07,1
SHOP001,73162,Cipcal 500,2025-08-07,5
SHOP001,73156,Ecosprin 75,2025-08-07,10
SHOP001,73156,Ecosprin 75,2025-08-08,8
SHOP001,73156,Ecosprin 75,2025-08-08,8
SHOP002,73174,Dulcoflex 5mg,2025-08-08,4
SHOP001,73177,Voveran SR 100,2025-08-09,4
SHOP002,73139,Ondem 4mg,2025-08-09,13
SHOP002,73156,Ecosprin 75,2025-08-09,8
SHOP002,73153,Deriphyllin 150,2025-08-09,2
SHOP002,73159,Taxim O 200,2025-08-10,3
SHOP002,73168,Rabekind D,2025-08-10,4
SHOP002,73137,Electral Powder,2025-08-10,2
SHOP001,73138,Moxikind CV 625,2025-08-11,5
SHOP001,73167,Zerodol SP,2025-08-11,1
SHOP002,73158,Cefakind 500,2025-08-11,2
SHOP002,73167,Zerodol SP,2025-08-11,1
SHOP001,73136,Telmikind 40,2025-08-11,4
SHOP001,73152,Zocon 150,2025-08-12,3
SHOP001,73158,Cefakind 500,2025-08-12,3
SHOP002,73165,Lupisulide P,2025-08-12,1
SHOP002,73157,Eldoper Caps,2025-08-12,4
SHOP002,73176,Calpol 500,2025-08-13,16
SHOP002,73141,Pan 40,2025-08-13,3
SHOP002,73141,Pan 40,2025-08-13,5
SHOP001,73170,Asthalin Inhaler,2025-08-13,2
SHOP001,73152,Zocon 150,2025-08-14,4
SHOP002,73161,Aztor 10,2025-08-14,5
SHOP001,73172,Evion 400,2025-08-14,3
SHOP001,73150,Shelcal 500,2025-08-14,4
SHOP001,73172,Evion 400,2025-08-14,2
SHOP002,73168,Rabekind D,2025-08-14,2
SHOP001,73161,Aztor 10,2025-08-15,3
SHOP001,73130,Pantop DSR,2025-08-15,2
SHOP001,73133,Azithral 500,2025-08-15,20
SHOP001,73161,Aztor 10,2025-08-15,8
SHOP001,73176,Calpol 500,2025-08-15,15
SHOP002,73135,Glycomet GP2,2025-08-16,3
SHOP002,73142,Ciplox 500,2025-08-16,5
SHOP002,73152,Zocon 150,2025-08-16,1
SHOP001,73166,Ofal-OZ,2025-08-16,19
SHOP002,73152,Zocon 150,2025-08-17,3
SHOP002,73147,Amlokind 5,2025-08-18,7
SHOP001,73131,Dolo 650,2025-08-18,25
SHOP001,73143,Allegra 120,2025-08-18,1
SHOP001,73177,Voveran SR 100,2025-08-18,2
SHOP001,73152,Zocon 150,2025-08-18,5
SHOP001,73147,Amlokind 5,2025-08-18,10
SHOP001,73177,Voveran SR 100,2025-08-19,2
SHOP001,73179,Itaspor 100,2025-08-19,2
SHOP001,73167,Zerodol SP,2025-08-19,5
SHOP001,73175,Avil 25,2025-08-20,5
SHOP002,73148,Cyclopam,2025-08-20,4
SHOP002,73166,Ofal-OZ,2025-08-20,10
SHOP001,73159,Taxim O 200,2025-08-20,4
SHOP002,73134,Ascoril LS Syrup,2025-08-20,2
SHOP002,73155,Thyronorm 50,2025-08-20,3
SHOP001,73146,Janumet 50/500,2025-08-20,4
SHOP002,73154,Gelusil MPS,2025-08-21,2
SHOP001,73154,Gelusil MPS,2025-08-21,5
SHOP002,73141,Pan 40,2025-08-21,3
SHOP001,73132,Montair LC,2025-08-22,1
SHOP002,73165,Lupisulide P,2025-08-22,4
SHOP001,73131,Dolo 650,2025-08-22,18
SHOP001,73132,Montair LC,2025-08-23,3
SHOP001,73159,Taxim O 200,2025-08-23,2
SHOP002,73134,Ascoril LS Syrup,2025-08-24,4
SHOP001,73159,Taxim O 200,2025-08-24,3
SHOP002,73135,Glycomet GP2,2025-08-24,9
SHOP002,73169,Foracort 200,2025-08-24,2
SHOP001,73150,Shelcal 500,2025-08-24,2
SHOP001,73162,Cipcal 500,2025-08-24,3
SHOP001,73152,Zocon 150,2025-08-25,1
SHOP002,73142,Ciplox 500,2025-08-25,2
SHOP002,73174,Dulcoflex 5mg,2025-08-25,2
SHOP002,73170,Asthalin Inhaler,2025-08-26,3
SHOP002,73156,Ecosprin 75,2025-08-26,8
SHOP001,73172,Evion 400,2025-08-26,1
SHOP001,73136,Telmikind 40,2025-08-26,8
SHOP001,73146,Janumet 50/500,2025-08-26,6
SHOP002,73165,Lupisulide P,2025-08-27,3
SHOP001,73159,Taxim O 200,2025-08-27,4
SHOP001,73144,Combiflam,2025-08-27,1
SHOP001,73136,Telmikind 40,2025-08-27,6
SHOP001,73146,Janumet 50/500,2025-08-27,7
SHOP001,73173,Neurobion Forte,2025-08-28,3
SHOP002,73155,Thyronorm 50,2025-08-28,5
SHOP002,73173,Neurobion Forte,2025-08-28,4
SHOP001,73149,Becosules Caps,2025-08-28,4
SHOP001,73142,Ciplox 500,2025-08-28,2
SHOP001,73147,Amlokind 5,2025-08-28,4
SHOP002,73171,Alex Cough Syrup,2025-08-28,1
SHOP001,73148,Cyclopam,2025-08-29,5
SHOP002,73144,Combiflam,2025-08-29,1
SHOP002,73130,Pantop DSR,2025-08-29,2
SHOP002,73174,Dulcoflex 5mg,2025-08-29,5
SHOP001,73154,Gelusil MPS,2025-08-29,4
SHOP002,73137,Electral Powder,2025-08-29,5
SHOP001,73157,Eldoper Caps,2025-08-30,4
SHOP002,73150,Shelcal 500,2025-08-30,1
SHOP002,73141,Pan 40,2025-08-30,5
SHOP002,73133,Azithral 500,2025-08-30,18
SHOP001,73137,Electral Powder,2025-08-30,5
